Id_station;code_Hydro;nom_station;longitude;latitude;Periode;Automne;Hiver;Printemps;Été
613;H040002001;LA-SEINE-A-COURTENOT;4.336363;48.137520;2005-2030;14.83079183956044;32.3537094005462;31.5841690638587;15.53998966547566
613;H040002001;LA-SEINE-A-COURTENOT;4.336363;48.137520;2030-2050;13.18411243021978;35.36628933961219;33.164373000000005;14.97610922826087
613;H040002001;LA-SEINE-A-COURTENOT;4.336363;48.137520;2070-2100;14.72930295091575;40.957479854663774;32.20007714551192;14.837062516129032
606;H080001000;LA-SEINE-[TOTALE]-A-TROYES-[APRES-CREATION-GRAND-LAC];4.069340;48.327477;2005-2030;19.40143700087912;41.44460808557124;41.78815989900362;20.56286418267084
606;H080001000;LA-SEINE-[TOTALE]-A-TROYES-[APRES-CREATION-GRAND-LAC];4.069340;48.327477;2030-2050;17.55649249945055;45.27367623711911;43.44672479891304;20.33434300271739
606;H080001000;LA-SEINE-[TOTALE]-A-TROYES-[APRES-CREATION-GRAND-LAC];4.069340;48.327477;2070-2100;19.68299157985348;53.10159841395517;42.58176321563815;20.16404920808224
596;H081001002;LA-SEINE-A-MERY-SUR-SEINE-[APRES-CREATION-GRANDS-LACS];3.889608;48.507309;2005-2030;20.966783396483518;43.74238558716432;44.61439179211956;22.44617353372041
596;H081001002;LA-SEINE-A-MERY-SUR-SEINE-[APRES-CREATION-GRANDS-LACS];3.889608;48.507309;2030-2050;19.30265942802198;47.89436223102493;46.33260616521739;22.418328455434786
596;H081001002;LA-SEINE-A-MERY-SUR-SEINE-[APRES-CREATION-GRANDS-LACS];3.889608;48.507309;2070-2100;21.506527834798536;56.19886701735358;45.88183382713885;22.229220274016303
612;H105102001;L'AUBE-[PARTIELLE]-A-LONGCHAMP-SUR-AUJON-[OUTRE-AUBE];4.795467;48.145134;2005-2030;4.148112158681319;9.911593099226216;9.002900044384058;4.251870093345243
612;H105102001;L'AUBE-[PARTIELLE]-A-LONGCHAMP-SUR-AUJON-[OUTRE-AUBE];4.795467;48.145134;2030-2050;3.704432839010989;10.86262329529086;9.628965401630436;4.191488058695652
612;H105102001;L'AUBE-[PARTIELLE]-A-LONGCHAMP-SUR-AUJON-[OUTRE-AUBE];4.795467;48.145134;2070-2100;4.0291985062271065;12.33845132176428;9.406480656732118;4.030289431761786
611;H112201001;L'AUJON-A-RENNEPONT;4.850874;48.145447;2005-2030;3.419382926153846;8.486668918525261;7.323934724637681;3.3340623765073696
611;H112201001;L'AUJON-A-RENNEPONT;4.850874;48.145447;2030-2050;3.0006531148351647;9.296616536288088;7.806315850543479;3.362936386956522
611;H112201001;L'AUJON-A-RENNEPONT;4.850874;48.145447;2070-2100;3.332964808058608;10.680935611713666;7.71732012973352;3.290367013824885
608;H120101001;L'AUBE-A-BAR-SUR-AUBE;4.735132;48.219116;2005-2030;8.999581596043956;21.593941399635867;19.24552584103261;8.980682381420277
608;H120101001;L'AUBE-A-BAR-SUR-AUBE;4.735132;48.219116;2030-2050;8.002508458241758;23.61574034238227;20.48365365923913;9.047954864130434
608;H120101001;L'AUBE-A-BAR-SUR-AUBE;4.735132;48.219116;2070-2100;8.830835187912088;27.084738791757047;20.08721574859748;8.84591346543779
602;H123101001;L'AUBE-A-BLAINCOURT-SUR-AUBE;4.457205;48.394756;2005-2030;10.277763722197802;24.17010262312244;22.050541435235505;10.401103022778026
602;H123101001;L'AUBE-A-BLAINCOURT-SUR-AUBE;4.457205;48.394756;2030-2050;9.239723225274725;26.4072924265928;23.30454820108696;10.56121303804348
602;H123101001;L'AUBE-A-BLAINCOURT-SUR-AUBE;4.457205;48.394756;2070-2100;10.211093726739929;30.50541405422993;22.88731048737728;10.376651074796172
594;H130201001;LA-VOIRE-A-DROYES-[GERVILLIERS];4.725222;48.498375;2005-2030;1.7031693762637363;4.183459036868458;3.577105728713768;1.6120027320232246
594;H130201001;LA-VOIRE-A-DROYES-[GERVILLIERS];4.725222;48.498375;2030-2050;1.570529480769231;4.792602958448754;3.699060093478261;1.6737571597826086
594;H130201001;LA-VOIRE-A-DROYES-[GERVILLIERS];4.725222;48.498375;2070-2100;1.7731566652014652;5.561111716919739;3.549537616409537;1.7845615175469691
600;H136201001;LA-VOIRE-A-LASSICOURT;4.491983;48.449032;2005-2030;4.35667872923077;9.56286489167046;9.272002913496376;4.3440401661456
600;H136201001;LA-VOIRE-A-LASSICOURT;4.491983;48.449032;2030-2050;4.131114194505495;10.99241251800554;9.553060202717392;4.534079017934783
600;H136201001;LA-VOIRE-A-LASSICOURT;4.491983;48.449032;2070-2100;4.655264963003662;13.08275753362256;9.256017627629731;4.784660450194966
591;H150101001;L'AUBE-A-ARCIS-SUR-AUBE;4.140193;48.537880;2005-2030;18.565373023296704;39.6831298561675;38.18952575271739;18.722775259490845
591;H150101001;L'AUBE-A-ARCIS-SUR-AUBE;4.140193;48.537880;2030-2050;17.429340646153847;44.2795075700831;39.77962346195652;19.527937210326087
591;H150101001;L'AUBE-A-ARCIS-SUR-AUBE;4.140193;48.537880;2070-2100;19.302337178754577;51.49399397107737;39.62036357854138;19.73034204431053
590;H160301001;LA-SUPERBE-A-SAINT-SATURNIN;3.904854;48.614105;2005-2030;0.8966714430769231;1.6465795630405098;1.817128242300725;0.8968794113443502
590;H160301001;LA-SUPERBE-A-SAINT-SATURNIN;3.904854;48.614105;2030-2050;0.9529935318681318;2.201289808864266;2.031199026086957;0.9851256445652176
590;H160301001;LA-SUPERBE-A-SAINT-SATURNIN;3.904854;48.614105;2070-2100;1.0506198487179488;2.4726731077368043;2.2777850410238427;1.0848219705778093
540;H168000303;L'AISNE-A-TROSLY-BREUIL-[HERANT];2.952079;49.410801;2005-2030;37.40784584571429;77.94474966909422;73.53740917617753;40.21939251362216
540;H168000303;L'AISNE-A-TROSLY-BREUIL-[HERANT];2.952079;49.410801;2030-2050;40.08634477472528;97.92827054349031;80.50265193967392;42.9140389951087
